vector,word,Maxpos,wordCount,percent_of_total
33,local,ADJ,1,5.263157894736842
33,map,NOUN,1,5.263157894736842
33,mobile,ADJ,1,5.263157894736842
33,phone,NOUN,1,5.263157894736842
33,pin,VERB,1,5.263157894736842
33,preferred,ADJ,1,5.263157894736842
33,public,ADJ,1,5.263157894736842
33,spot,NOUN,1,5.263157894736842
33,town,NOUN,1,5.263157894736842
33,travel,VERB,1,5.263157894736842
33,user,NOUN,1,5.263157894736842
33,work,VERB,1,5.263157894736842
33,worker,NOUN,1,5.263157894736842
34,dizziness,VERB,1,9.090909090909092
34,mitigate,VERB,1,9.090909090909092
34,motion,NOUN,1,9.090909090909092
34,nausea,NOUN,1,9.090909090909092
34,physical,ADJ,1,9.090909090909092
34,remote,ADJ,1,9.090909090909092
34,sickness,NOUN,1,9.090909090909092
34,sleepiness,NOUN,1,9.090909090909092
34,stress,NOUN,1,9.090909090909092
34,wearable,ADJ,1,9.090909090909092
34,work,NOUN,1,9.090909090909092
50,headphone,NOUN,1,20.0
50,level,NOUN,1,20.0
50,respond,VERB,1,20.0
50,sound,NOUN,1,20.0
50,surround,VERB,1,20.0
51,glass,NOUN,1,20.0
51,identify,VERB,1,20.0
51,instruct,VERB,1,20.0
51,organize,VERB,1,20.0
51,space,NOUN,1,20.0
52,band,NOUN,1,20.0
52,remind,VERB,1,20.0
52,schedule,NOUN,1,20.0
52,vibrate,VERB,1,20.0
52,wrist,NOUN,1,20.0
53,keep,VERB,1,20.0
53,much,ADJ,1,20.0
53,pencil,NOUN,1,20.0
53,track,NOUN,1,20.0
53,write,VERB,1,20.0
54,depend,VERB,1,20.0
54,glass,NOUN,1,20.0
54,look,VERB,1,20.0
54,screen,NOUN,1,20.0
54,tint,VERB,1,20.0
55,finish,VERB,1,14.285714285714285
55,keep,VERB,1,14.285714285714285
55,progress,NOUN,1,14.285714285714285
55,see,VERB,1,14.285714285714285
55,table,NOUN,1,14.285714285714285
55,task,NOUN,1,14.285714285714285
55,track,NOUN,1,14.285714285714285
56,break,NOUN,1,16.666666666666664
56,burn,VERB,1,16.666666666666664
56,device,NOUN,1,16.666666666666664
56,remind,VERB,1,16.666666666666664
56,take,VERB,1,16.666666666666664
56,tell,VERB,1,16.666666666666664
57,bounce,VERB,1,20.0
57,idea,NOUN,1,20.0
57,speaker,NOUN,1,20.0
57,talk,VERB,1,20.0
57,user,NOUN,1,20.0
58,alarm,NOUN,1,12.5
58,bottle,NOUN,1,12.5
58,have,VERB,1,12.5
58,hydrated,ADJ,1,12.5
58,remind,VERB,1,12.5
58,stay,VERB,1,12.5
58,user,NOUN,1,12.5
58,water,NOUN,1,12.5
59,cool,VERB,1,20.0
59,depend,VERB,1,20.0
59,hand,NOUN,1,20.0
59,temperature,NOUN,1,20.0
59,warm,NOUN,1,20.0
60,able,ADJ,1,12.5
60,day,NOUN,1,12.5
60,depend,VERB,1,12.5
60,glass,NOUN,1,12.5
60,prevent,VERB,1,12.5
60,sleep,VERB,1,12.5
60,time,NOUN,1,12.5
60,tint,VERB,1,12.5
61,back,NOUN,1,25.0
61,cushion,NOUN,1,25.0
61,slouch,VERB,1,25.0
61,vibrate,NOUN,1,25.0
62,clipboard,NOUN,1,8.333333333333332
62,device,NOUN,1,8.333333333333332
62,ez,NOUN,1,8.333333333333332
62,hold,VERB,1,8.333333333333332
62,info,NOUN,2,16.666666666666664
62,move,VERB,1,8.333333333333332
62,multiple,ADJ,1,8.333333333333332
62,note,NOUN,1,8.333333333333332
62,piece,NOUN,1,8.333333333333332
62,sort,NOUN,1,8.333333333333332
62,sticky,ADJ,1,8.333333333333332
63,device,NOUN,1,25.0
63,need,NOUN,1,25.0
63,reprogram,VERB,1,25.0
63,suit,VERB,1,25.0
64,ambience,NOUN,1,12.5
64,atmosphere,NOUN,1,12.5
64,kind,NOUN,1,12.5
64,light,NOUN,1,12.5
64,replicate,ADJ,1,12.5
64,sort,NOUN,1,12.5
64,sunlightcoffeeshopcheerful,ADJ,1,12.5
64,thingy,VERB,1,12.5
65,ease,VERB,1,11.11111111111111
65,exercise,VERB,1,11.11111111111111
65,hand,NOUN,1,11.11111111111111
65,help,VERB,1,11.11111111111111
65,mousekeyboard,NOUN,1,11.11111111111111
65,reduce,VERB,1,11.11111111111111
65,smth,NOUN,1,11.11111111111111
65,strain,NOUN,1,11.11111111111111
65,wristsfinger,NOUN,1,11.11111111111111
66,add,VERB,1,12.5
66,ambience,NOUN,1,12.5
66,atmosphere,NOUN,1,12.5
66,create,VERB,1,12.5
66,headphone,NOUN,1,12.5
66,librarycoffeeshop,NOUN,1,12.5
66,pleasing,ADJ,1,12.5
66,study,VERB,1,12.5
67,move,VERB,1,16.666666666666664
67,schedule,NOUN,1,16.666666666666664
67,show,VERB,1,16.666666666666664
67,task,NOUN,1,16.666666666666664
67,visual,ADJ,1,16.666666666666664
67,wayalway,NOUN,1,16.666666666666664
75,add,VERB,1,1.694915254237288
75,adjust,VERB,2,3.389830508474576
75,adjustment,NOUN,1,1.694915254237288
75,alternate,VERB,1,1.694915254237288
75,ambience,NOUN,3,5.084745762711865
75,atmosphere,NOUN,1,1.694915254237288
75,background,NOUN,1,1.694915254237288
75,cafe,NOUN,1,1.694915254237288
75,calming,ADJ,1,1.694915254237288
75,changing,NOUN,1,1.694915254237288
75,coffeeshop,NOUN,1,1.694915254237288
75,color,NOUN,2,3.389830508474576
75,concentrate,VERB,1,1.694915254237288
75,cool,ADJ,1,1.694915254237288
75,cozy,ADJ,1,1.694915254237288
75,create,VERB,4,6.779661016949152
75,cycle,NOUN,1,1.694915254237288
75,daylight,NOUN,1,1.694915254237288
75,device,NOUN,2,3.389830508474576
75,enhance,VERB,1,1.694915254237288
75,environment,NOUN,1,1.694915254237288
75,feeling,NOUN,1,1.694915254237288
75,have,VERB,1,1.694915254237288
75,help,VERB,1,1.694915254237288
75,intensity,NOUN,1,1.694915254237288
75,jazz,NOUN,1,1.694915254237288
75,level,NOUN,1,1.694915254237288
75,light,NOUN,5,8.47457627118644
75,low,ADJ,1,1.694915254237288
75,music,NOUN,1,1.694915254237288
75,natural,ADJ,1,1.694915254237288
75,noise,NOUN,1,1.694915254237288
75,perfect,ADJ,1,1.694915254237288
75,relax,VERB,1,1.694915254237288
75,relaxing,ADJ,1,1.694915254237288
75,simple,ADJ,1,1.694915254237288
75,simulate,VERB,1,1.694915254237288
75,start,VERB,1,1.694915254237288
75,study,VERB,2,3.389830508474576
75,subtle,ADJ,1,1.694915254237288
75,use,VERB,2,3.389830508474576
75,utilize,VERB,1,1.694915254237288
75,warm,ADJ,2,3.389830508474576
75,yelloworange,NOUN,1,1.694915254237288
76,adjust,VERB,2,4.166666666666666
76,allow,VERB,2,4.166666666666666
76,background,NOUN,1,2.083333333333333
76,base,NOUN,1,2.083333333333333
76,bright,ADJ,1,2.083333333333333
76,button,NOUN,1,2.083333333333333
76,cm,NOUN,2,4.166666666666666
76,color,NOUN,1,2.083333333333333
76,current,ADJ,1,2.083333333333333
76,cylindrical,ADJ,1,2.083333333333333
76,device,NOUN,3,6.25
76,diameter,NOUN,1,2.083333333333333
76,display,NOUN,1,2.083333333333333
76,flat,ADJ,1,2.083333333333333
76,front,ADJ,1,2.083333333333333
76,have,VERB,2,4.166666666666666
76,height,NOUN,1,2.083333333333333
76,intensity,NOUN,1,2.083333333333333
76,knob,NOUN,1,2.083333333333333
76,led,NOUN,1,2.083333333333333
76,level,NOUN,1,2.083333333333333
76,light,ADJ,3,6.25
